"value","mu","group"
0.848273297095602,"-5","Naive (I=1500)"
0.83090030900465,"-5","Naive (I=1500)"
0.844148187550852,"-5","Naive (I=1500)"
0.861757351610862,"-5","Naive (I=1500)"
0.832623584301025,"-5","Naive (I=1500)"
0.82843329865523,"-5","Naive (I=1500)"
0.838023265573991,"-5","Naive (I=1500)"
0.848623834858307,"-5","Naive (I=1500)"
0.845793843127398,"-5","Naive (I=1500)"
0.835376488082492,"-5","Naive (I=1500)"
0.825428659575177,"-5","Naive (I=1500)"
0.829663004689003,"-5","Naive (I=1500)"
0.895655118068941,"-5","BIT (I=1500)"
0.889850013266672,"-5","BIT (I=1500)"
0.902267071229809,"-5","BIT (I=1500)"
0.882350561044694,"-5","BIT (I=1500)"
0.883876513722895,"-5","BIT (I=1500)"
0.904599509599782,"-5","BIT (I=1500)"
0.871228728546102,"-5","BIT (I=1500)"
0.885558541137129,"-5","BIT (I=1500)"
0.898677675856745,"-5","BIT (I=1500)"
0.892388442839308,"-5","BIT (I=1500)"
0.882876417278408,"-5","BIT (I=1500)"
0.897040640462507,"-5","BIT (I=1500)"
0.882536491793996,"-5","BIT (I=1500)"
0.894460717538097,"-5","BIT (I=1500)"
0.887249084110704,"-5","BIT (I=1500)"
0.888806407469514,"-5","BIT (I=1500)"
0.882649245621887,"-5","BIT (I=1500)"
0.890357572603366,"-5","BIT (I=1500)"
0.882552189578751,"-5","BIT (I=1500)"
0.893464990873329,"-5","BIT (I=1500)"
0.904929778191012,"-5","BIT (I=1500)"
0.895760945671531,"-5","BIT (I=1500)"
0.88418499030444,"-5","BIT (I=1500)"
0.903186164971629,"-5","BIT (I=1500)"
0.881847791043463,"-5","BIT (I=1500)"
0.886738136328061,"-5","BIT (I=1500)"
0.890480036657794,"-5","BIT (I=1500)"
0.899150632511392,"-5","BIT (I=1500)"
0.892656279402791,"-5","BIT (I=1500)"
0.884597495376665,"-5","BIT (I=1500)"
0.874933533748237,"-5","BIT (I=1500)"
0.903508981115102,"-5","BIT (I=1500)"
0.895319861031049,"-5","BIT (I=1500)"
0.893308656581625,"-5","BIT (I=1500)"
0.900864510606449,"-5","BIT (I=1500)"
0.89851095222709,"-5","BIT (I=1500)"
0.891387823727922,"-5","BIT (I=1500)"
0.882229135212949,"-5","BIT (I=1500)"
0.897663485183771,"-5","BIT (I=1500)"
0.88888501728223,"-5","BIT (I=1500)"
0.89798820710587,"-5","BIT (I=1500)"
0.892093008041337,"-5","BIT (I=1500)"
0.896284391237507,"-5","BIT (I=1500)"
0.901692514530006,"-5","BIT (I=1500)"
0.893486516216229,"-5","BIT (I=1500)"
0.890537853572379,"-5","BIT (I=1500)"
0.891896399953956,"-5","BIT (I=1500)"
0.887928643523841,"-5","BIT (I=1500)"
0.888909365737496,"-5","BIT (I=1500)"
0.884418633074948,"-5","BIT (I=1500)"
0.889679332301925,"-5","BIT (I=1500)"
0.892684154970736,"-5","BIT (I=1500)"
0.887858663048295,"-5","BIT (I=1500)"
0.877603398045955,"-5","BIT (I=1500)"
0.885356375713945,"-5","BIT (I=1500)"
0.893309371248609,"-5","BIT (I=1500)"
0.886269663230961,"-5","BIT (I=1500)"
0.882457618870053,"-5","BIT (I=1500)"
0.875581267369452,"-5","BIT (I=1500)"
0.904570752253668,"-5","BIT (I=1500)"
0.907556972247543,"-5","BIT (I=1500)"
0.888070286253461,"-5","BIT (I=1500)"
0.880732981659103,"-5","BIT (I=1500)"
0.886008226670323,"-5","BIT (I=1500)"
0.892898107065825,"-5","BIT (I=1500)"
0.889446244198331,"-5","BIT (I=1500)"
0.889203883201726,"-5","BIT (I=1500)"
0.883029864457718,"-5","BIT (I=1500)"
0.891846405265069,"-5","BIT (I=1500)"
0.896996939109751,"-5","BIT (I=1500)"
0.894105037380017,"-5","BIT (I=1500)"
0.905481913547517,"-5","BIT (I=1500)"
0.898107798270132,"-5","BIT (I=1500)"
0.887538876239501,"-5","BIT (I=1500)"
0.871341169484964,"-5","BIT (I=1500)"
0.905968911097294,"-5","BIT (I=1500)"
0.87583201592534,"-5","BIT (I=1500)"
0.878889994173331,"-5","BIT (I=1500)"
0.897039292906352,"-5","BIT (I=1500)"
0.885775778567013,"-5","BIT (I=1500)"
0.898713032316903,"-5","BIT (I=1500)"
0.889409120626276,"-5","BIT (I=1500)"
0.887603502046001,"-5","BIT (I=1500)"
0.889176953411979,"-5","BIT (I=1500)"
0.875489562439805,"-5","BIT (I=1500)"
0.887497628221168,"-5","BIT (I=1500)"
0.893657790959018,"-5","BIT (I=1500)"
0.885350338377928,"-5","BIT (I=1500)"
0.896063694250531,"-5","BIT (I=1500)"
0.881300164133406,"-5","BIT (I=1500)"
0.896609106048492,"-5","BIT (I=1500)"
0.908351937934194,"-5","BIT (I=1500)"
0.886076777811901,"-5","BIT (I=1500)"
0.885057516914452,"-5","BIT (I=1500)"
0.89419811119916,"-5","BIT (I=1500)"
0.898351513934006,"-5","BIT (I=1500)"
0.901766768785231,"-5","BIT (I=1500)"
0.881967780430125,"-5","BIT (I=1500)"
0.895689873639944,"-5","BIT (I=1500)"
0.88204277779679,"-5","BIT (I=1500)"
0.857982696213019,"-4.5","Naive (I=500)"
0.883063568608966,"-4.5","Naive (I=500)"
0.867280960530294,"-4.5","Naive (I=500)"
0.851966417704058,"-4.5","Naive (I=500)"
0.826566596479996,"-4.5","Naive (I=500)"
0.820086557802866,"-4.5","Naive (I=500)"
0.840128306470213,"-4.5","Naive (I=500)"
0.817260039639578,"-4.5","Naive (I=500)"
0.846453657278424,"-4.5","Naive (I=500)"
0.845320296733467,"-4.5","Naive (I=500)"
0.854043374138024,"-4.5","Naive (I=500)"
0.85349627482423,"-4.5","Naive (I=500)"
0.84308016995816,"-4.5","Naive (I=500)"
0.79676025475251,"-4.5","Naive (I=500)"
0.835786051674013,"-4.5","Naive (I=500)"
